person,class_name,source_filename,source_path,split
teammate,class_A,teammate_0028.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0028.jpg,train
teammate,class_A,teammate_0024.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0024.jpg,train
teammate,class_A,teammate_0012.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0012.jpg,train
teammate,class_A,teammate_0000.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0000.jpg,train
teammate,class_A,teammate_0004.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0004.jpg,train
teammate,class_A,teammate_0016.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0016.jpg,train
teammate,class_A,teammate_0005.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0005.jpg,train
teammate,class_A,teammate_0013.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0013.jpg,train
teammate,class_A,teammate_0011.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0011.jpg,train
teammate,class_A,teammate_0022.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0022.jpg,train
teammate,class_A,teammate_0001.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0001.jpg,train
teammate,class_A,teammate_0002.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0002.jpg,train
teammate,class_A,teammate_0025.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0025.jpg,train
teammate,class_A,teammate_0003.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0003.jpg,train
teammate,class_A,teammate_0021.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0021.jpg,train
teammate,class_A,teammate_0026.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0026.jpg,train
teammate,class_A,teammate_0018.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0018.jpg,train
teammate,class_A,teammate_0029.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0029.jpg,train
teammate,class_A,teammate_0020.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0020.jpg,train
teammate,class_A,teammate_0007.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0007.jpg,train
teammate,class_A,teammate_0010.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0010.jpg,train
teammate,class_A,teammate_0014.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0014.jpg,train
teammate,class_A,teammate_0019.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0019.jpg,train
teammate,class_A,teammate_0006.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0006.jpg,train
teammate,class_A,teammate_0017.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0017.jpg,val
teammate,class_A,teammate_0027.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0027.jpg,val
teammate,class_A,teammate_0008.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0008.jpg,val
teammate,class_A,teammate_0009.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0009.jpg,test
teammate,class_A,teammate_0023.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0023.jpg,test
teammate,class_A,teammate_0015.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\teammate\teammate_0015.jpg,test
professor,class_B,professor_0028.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0028.jpg,train
professor,class_B,professor_0024.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0024.jpg,train
professor,class_B,professor_0012.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0012.jpg,train
professor,class_B,professor_0000.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0000.jpg,train
professor,class_B,professor_0004.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0004.jpg,train
professor,class_B,professor_0016.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0016.jpg,train
professor,class_B,professor_0005.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0005.jpg,train
professor,class_B,professor_0013.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0013.jpg,train
professor,class_B,professor_0011.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0011.jpg,train
professor,class_B,professor_0022.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0022.jpg,train
professor,class_B,professor_0001.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0001.jpg,train
professor,class_B,professor_0002.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0002.jpg,train
professor,class_B,professor_0025.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0025.jpg,train
professor,class_B,professor_0003.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0003.jpg,train
professor,class_B,professor_0021.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0021.jpg,train
professor,class_B,professor_0026.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0026.jpg,train
professor,class_B,professor_0018.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0018.jpg,train
professor,class_B,professor_0029.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0029.jpg,train
professor,class_B,professor_0020.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0020.jpg,train
professor,class_B,professor_0007.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0007.jpg,train
professor,class_B,professor_0010.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0010.jpg,train
professor,class_B,professor_0014.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0014.jpg,train
professor,class_B,professor_0019.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0019.jpg,train
professor,class_B,professor_0006.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0006.jpg,train
professor,class_B,professor_0017.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0017.jpg,val
professor,class_B,professor_0027.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0027.jpg,val
professor,class_B,professor_0008.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0008.jpg,val
professor,class_B,professor_0009.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0009.jpg,test
professor,class_B,professor_0023.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0023.jpg,test
professor,class_B,professor_0015.jpg,d:\Jai\IITT\Sem 7\CSS\face-auth\face_auth_project_v2\generated\professor\professor_0015.jpg,test
