filename,person,class_name,split,data_type,augmentation,source_filename
me_train_aug_gaussian_noise_0009.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0005.jpg
me_train_original_0010.jpg,me,class_A,train,original,none,me_0002.jpg
me_train_aug_horizontal_flip_0010.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0002.jpg
me_train_aug_brightness_0010.jpg,me,class_A,train,conventional_augmented,brightness,me_0002.jpg
me_train_aug_rotation_0010.jpg,me,class_A,train,conventional_augmented,rotation,me_0002.jpg
me_train_aug_gaussian_noise_0010.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0002.jpg
me_train_original_0011.jpg,me,class_A,train,original,none,me_0024.jpg
me_train_aug_horizontal_flip_0011.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0024.jpg
me_train_aug_brightness_0011.jpg,me,class_A,train,conventional_augmented,brightness,me_0024.jpg
me_train_aug_rotation_0011.jpg,me,class_A,train,conventional_augmented,rotation,me_0024.jpg
me_train_aug_gaussian_noise_0011.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0024.jpg
me_train_original_0012.jpg,me,class_A,train,original,none,me_0003.jpg
me_train_aug_horizontal_flip_0012.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0003.jpg
me_train_aug_brightness_0012.jpg,me,class_A,train,conventional_augmented,brightness,me_0003.jpg
me_train_aug_rotation_0012.jpg,me,class_A,train,conventional_augmented,rotation,me_0003.jpg
me_train_aug_gaussian_noise_0012.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0003.jpg
me_train_original_0013.jpg,me,class_A,train,original,none,me_0023.jpg
me_train_aug_horizontal_flip_0013.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0023.jpg
me_train_aug_brightness_0013.jpg,me,class_A,train,conventional_augmented,brightness,me_0023.jpg
me_train_aug_rotation_0013.jpg,me,class_A,train,conventional_augmented,rotation,me_0023.jpg
me_train_aug_gaussian_noise_0013.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0023.jpg
me_train_original_0014.jpg,me,class_A,train,original,none,me_0025.jpg
me_train_aug_horizontal_flip_0014.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0025.jpg
me_train_aug_brightness_0014.jpg,me,class_A,train,conventional_augmented,brightness,me_0025.jpg
me_train_aug_rotation_0014.jpg,me,class_A,train,conventional_augmented,rotation,me_0025.jpg
me_train_aug_gaussian_noise_0014.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0025.jpg
me_train_original_0015.jpg,me,class_A,train,original,none,me_0018.jpg
me_train_aug_horizontal_flip_0015.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0018.jpg
me_train_aug_brightness_0015.jpg,me,class_A,train,conventional_augmented,brightness,me_0018.jpg
me_train_aug_rotation_0015.jpg,me,class_A,train,conventional_augmented,rotation,me_0018.jpg
me_train_aug_gaussian_noise_0015.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0018.jpg
me_train_original_0016.jpg,me,class_A,train,original,none,me_0028.jpg
me_train_aug_horizontal_flip_0016.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0028.jpg
me_train_aug_brightness_0016.jpg,me,class_A,train,conventional_augmented,brightness,me_0028.jpg
me_train_aug_rotation_0016.jpg,me,class_A,train,conventional_augmented,rotation,me_0028.jpg
me_train_aug_gaussian_noise_0016.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0028.jpg
me_train_original_0017.jpg,me,class_A,train,original,none,me_0020.jpg
me_train_aug_horizontal_flip_0017.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0020.jpg
me_train_aug_brightness_0017.jpg,me,class_A,train,conventional_augmented,brightness,me_0020.jpg
me_train_aug_rotation_0017.jpg,me,class_A,train,conventional_augmented,rotation,me_0020.jpg
me_train_aug_gaussian_noise_0017.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0020.jpg
me_train_original_0018.jpg,me,class_A,train,original,none,me_0007.jpg
me_train_aug_horizontal_flip_0018.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0007.jpg
me_train_aug_brightness_0018.jpg,me,class_A,train,conventional_augmented,brightness,me_0007.jpg
me_train_aug_rotation_0018.jpg,me,class_A,train,conventional_augmented,rotation,me_0007.jpg
me_train_aug_gaussian_noise_0018.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0007.jpg
me_train_original_0019.jpg,me,class_A,train,original,none,me_0010.jpg
me_train_aug_horizontal_flip_0019.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0010.jpg
me_train_aug_brightness_0019.jpg,me,class_A,train,conventional_augmented,brightness,me_0010.jpg
me_train_aug_rotation_0019.jpg,me,class_A,train,conventional_augmented,rotation,me_0010.jpg
me_train_aug_gaussian_noise_0019.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0010.jpg
me_train_original_0020.jpg,me,class_A,train,original,none,me_0014.jpg
me_train_aug_horizontal_flip_0020.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0014.jpg
me_train_aug_brightness_0020.jpg,me,class_A,train,conventional_augmented,brightness,me_0014.jpg
me_train_aug_rotation_0020.jpg,me,class_A,train,conventional_augmented,rotation,me_0014.jpg
me_train_aug_gaussian_noise_0020.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0014.jpg
me_train_original_0021.jpg,me,class_A,train,original,none,me_0019.jpg
me_train_aug_horizontal_flip_0021.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0019.jpg
me_train_aug_brightness_0021.jpg,me,class_A,train,conventional_augmented,brightness,me_0019.jpg
me_train_aug_rotation_0021.jpg,me,class_A,train,conventional_augmented,rotation,me_0019.jpg
me_train_aug_gaussian_noise_0021.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0019.jpg
me_train_original_0022.jpg,me,class_A,train,original,none,me_0006.jpg
me_train_aug_horizontal_flip_0022.jpg,me,class_A,train,conventional_augmented,horizontal_flip,me_0006.jpg
me_train_aug_brightness_0022.jpg,me,class_A,train,conventional_augmented,brightness,me_0006.jpg
me_train_aug_rotation_0022.jpg,me,class_A,train,conventional_augmented,rotation,me_0006.jpg
me_train_aug_gaussian_noise_0022.jpg,me,class_A,train,conventional_augmented,gaussian_noise,me_0006.jpg
me_val_original_0000.jpg,me,class_A,val,original,none,me_0022.jpg
me_val_original_0001.jpg,me,class_A,val,original,none,me_0027.jpg
me_val_original_0002.jpg,me,class_A,val,original,none,me_0008.jpg
me_test_original_0000.jpg,me,class_A,test,original,none,me_0009.jpg
me_test_original_0001.jpg,me,class_A,test,original,none,me_0012.jpg
me_test_original_0002.jpg,me,class_A,test,original,none,me_0016.jpg
teammate_train_original_0000.jpg,teammate,class_A,train,original,none,teammate_0028.jpg
teammate_train_aug_horizontal_flip_0000.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0028.jpg
teammate_train_aug_brightness_0000.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0028.jpg
teammate_train_aug_rotation_0000.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0028.jpg
teammate_train_aug_gaussian_noise_0000.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0028.jpg
teammate_train_original_0001.jpg,teammate,class_A,train,original,none,teammate_0024.jpg
teammate_train_aug_horizontal_flip_0001.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0024.jpg
teammate_train_aug_brightness_0001.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0024.jpg
teammate_train_aug_rotation_0001.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0024.jpg
teammate_train_aug_gaussian_noise_0001.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0024.jpg
teammate_train_original_0002.jpg,teammate,class_A,train,original,none,teammate_0012.jpg
teammate_train_aug_horizontal_flip_0002.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0012.jpg
teammate_train_aug_brightness_0002.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0012.jpg
teammate_train_aug_rotation_0002.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0012.jpg
teammate_train_aug_gaussian_noise_0002.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0012.jpg
teammate_train_original_0003.jpg,teammate,class_A,train,original,none,teammate_0000.jpg
teammate_train_aug_horizontal_flip_0003.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0000.jpg
teammate_train_aug_brightness_0003.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0000.jpg
teammate_train_aug_rotation_0003.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0000.jpg
teammate_train_aug_gaussian_noise_0003.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0000.jpg
teammate_train_original_0004.jpg,teammate,class_A,train,original,none,teammate_0004.jpg
teammate_train_aug_horizontal_flip_0004.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0004.jpg
teammate_train_aug_brightness_0004.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0004.jpg
teammate_train_aug_rotation_0004.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0004.jpg
teammate_train_aug_gaussian_noise_0004.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0004.jpg
teammate_train_original_0005.jpg,teammate,class_A,train,original,none,teammate_0016.jpg
teammate_train_aug_horizontal_flip_0005.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0016.jpg
teammate_train_aug_brightness_0005.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0016.jpg
teammate_train_aug_rotation_0005.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0016.jpg
teammate_train_aug_gaussian_noise_0005.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0016.jpg
teammate_train_original_0006.jpg,teammate,class_A,train,original,none,teammate_0005.jpg
teammate_train_aug_horizontal_flip_0006.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0005.jpg
teammate_train_aug_brightness_0006.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0005.jpg
teammate_train_aug_rotation_0006.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0005.jpg
teammate_train_aug_gaussian_noise_0006.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0005.jpg
teammate_train_original_0007.jpg,teammate,class_A,train,original,none,teammate_0013.jpg
teammate_train_aug_horizontal_flip_0007.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0013.jpg
teammate_train_aug_brightness_0007.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0013.jpg
teammate_train_aug_rotation_0007.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0013.jpg
teammate_train_aug_gaussian_noise_0007.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0013.jpg
teammate_train_original_0008.jpg,teammate,class_A,train,original,none,teammate_0011.jpg
teammate_train_aug_horizontal_flip_0008.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0011.jpg
teammate_train_aug_brightness_0008.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0011.jpg
teammate_train_aug_rotation_0008.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0011.jpg
teammate_train_aug_gaussian_noise_0008.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0011.jpg
teammate_train_original_0009.jpg,teammate,class_A,train,original,none,teammate_0022.jpg
teammate_train_aug_horizontal_flip_0009.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0022.jpg
teammate_train_aug_brightness_0009.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0022.jpg
teammate_train_aug_rotation_0009.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0022.jpg
teammate_train_aug_gaussian_noise_0009.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0022.jpg
teammate_train_original_0010.jpg,teammate,class_A,train,original,none,teammate_0001.jpg
teammate_train_aug_horizontal_flip_0010.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0001.jpg
teammate_train_aug_brightness_0010.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0001.jpg
teammate_train_aug_rotation_0010.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0001.jpg
teammate_train_aug_gaussian_noise_0010.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0001.jpg
teammate_train_original_0011.jpg,teammate,class_A,train,original,none,teammate_0002.jpg
teammate_train_aug_horizontal_flip_0011.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0002.jpg
teammate_train_aug_brightness_0011.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0002.jpg
teammate_train_aug_rotation_0011.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0002.jpg
teammate_train_aug_gaussian_noise_0011.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0002.jpg
teammate_train_original_0012.jpg,teammate,class_A,train,original,none,teammate_0025.jpg
teammate_train_aug_horizontal_flip_0012.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0025.jpg
teammate_train_aug_brightness_0012.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0025.jpg
teammate_train_aug_rotation_0012.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0025.jpg
teammate_train_aug_gaussian_noise_0012.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0025.jpg
teammate_train_original_0013.jpg,teammate,class_A,train,original,none,teammate_0003.jpg
teammate_train_aug_horizontal_flip_0013.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0003.jpg
teammate_train_aug_brightness_0013.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0003.jpg
teammate_train_aug_rotation_0013.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0003.jpg
teammate_train_aug_gaussian_noise_0013.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0003.jpg
teammate_train_original_0014.jpg,teammate,class_A,train,original,none,teammate_0021.jpg
teammate_train_aug_horizontal_flip_0014.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0021.jpg
teammate_train_aug_brightness_0014.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0021.jpg
teammate_train_aug_rotation_0014.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0021.jpg
teammate_train_aug_gaussian_noise_0014.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0021.jpg
teammate_train_original_0015.jpg,teammate,class_A,train,original,none,teammate_0026.jpg
teammate_train_aug_horizontal_flip_0015.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0026.jpg
teammate_train_aug_brightness_0015.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0026.jpg
teammate_train_aug_rotation_0015.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0026.jpg
teammate_train_aug_gaussian_noise_0015.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0026.jpg
teammate_train_original_0016.jpg,teammate,class_A,train,original,none,teammate_0018.jpg
teammate_train_aug_horizontal_flip_0016.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0018.jpg
teammate_train_aug_brightness_0016.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0018.jpg
teammate_train_aug_rotation_0016.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0018.jpg
teammate_train_aug_gaussian_noise_0016.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0018.jpg
teammate_train_original_0017.jpg,teammate,class_A,train,original,none,teammate_0029.jpg
teammate_train_aug_horizontal_flip_0017.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0029.jpg
teammate_train_aug_brightness_0017.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0029.jpg
teammate_train_aug_rotation_0017.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0029.jpg
teammate_train_aug_gaussian_noise_0017.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0029.jpg
teammate_train_original_0018.jpg,teammate,class_A,train,original,none,teammate_0020.jpg
teammate_train_aug_horizontal_flip_0018.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0020.jpg
teammate_train_aug_brightness_0018.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0020.jpg
teammate_train_aug_rotation_0018.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0020.jpg
teammate_train_aug_gaussian_noise_0018.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0020.jpg
teammate_train_original_0019.jpg,teammate,class_A,train,original,none,teammate_0007.jpg
teammate_train_aug_horizontal_flip_0019.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0007.jpg
teammate_train_aug_brightness_0019.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0007.jpg
teammate_train_aug_rotation_0019.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0007.jpg
teammate_train_aug_gaussian_noise_0019.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0007.jpg
teammate_train_original_0020.jpg,teammate,class_A,train,original,none,teammate_0010.jpg
teammate_train_aug_horizontal_flip_0020.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0010.jpg
teammate_train_aug_brightness_0020.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0010.jpg
teammate_train_aug_rotation_0020.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0010.jpg
teammate_train_aug_gaussian_noise_0020.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0010.jpg
teammate_train_original_0021.jpg,teammate,class_A,train,original,none,teammate_0014.jpg
teammate_train_aug_horizontal_flip_0021.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0014.jpg
teammate_train_aug_brightness_0021.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0014.jpg
teammate_train_aug_rotation_0021.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0014.jpg
teammate_train_aug_gaussian_noise_0021.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0014.jpg
teammate_train_original_0022.jpg,teammate,class_A,train,original,none,teammate_0019.jpg
teammate_train_aug_horizontal_flip_0022.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0019.jpg
teammate_train_aug_brightness_0022.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0019.jpg
teammate_train_aug_rotation_0022.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0019.jpg
teammate_train_aug_gaussian_noise_0022.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0019.jpg
teammate_train_original_0023.jpg,teammate,class_A,train,original,none,teammate_0006.jpg
teammate_train_aug_horizontal_flip_0023.jpg,teammate,class_A,train,conventional_augmented,horizontal_flip,teammate_0006.jpg
teammate_train_aug_brightness_0023.jpg,teammate,class_A,train,conventional_augmented,brightness,teammate_0006.jpg
teammate_train_aug_rotation_0023.jpg,teammate,class_A,train,conventional_augmented,rotation,teammate_0006.jpg
teammate_train_aug_gaussian_noise_0023.jpg,teammate,class_A,train,conventional_augmented,gaussian_noise,teammate_0006.jpg
teammate_val_original_0000.jpg,teammate,class_A,val,original,none,teammate_0017.jpg
teammate_val_original_0001.jpg,teammate,class_A,val,original,none,teammate_0027.jpg
teammate_val_original_0002.jpg,teammate,class_A,val,original,none,teammate_0008.jpg
teammate_test_original_0000.jpg,teammate,class_A,test,original,none,teammate_0009.jpg
teammate_test_original_0001.jpg,teammate,class_A,test,original,none,teammate_0023.jpg
teammate_test_original_0002.jpg,teammate,class_A,test,original,none,teammate_0015.jpg
professor_train_original_0000.jpg,professor,class_B,train,original,none,professor_0028.jpg
professor_train_aug_horizontal_flip_0000.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0028.jpg
professor_train_aug_brightness_0000.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0028.jpg
professor_train_aug_rotation_0000.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0028.jpg
professor_train_aug_gaussian_noise_0000.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0028.jpg
professor_train_original_0001.jpg,professor,class_B,train,original,none,professor_0024.jpg
professor_train_aug_horizontal_flip_0001.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0024.jpg
professor_train_aug_brightness_0001.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0024.jpg
professor_train_aug_rotation_0001.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0024.jpg
professor_train_aug_gaussian_noise_0001.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0024.jpg
professor_train_original_0002.jpg,professor,class_B,train,original,none,professor_0012.jpg
professor_train_aug_horizontal_flip_0002.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0012.jpg
professor_train_aug_brightness_0002.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0012.jpg
professor_train_aug_rotation_0002.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0012.jpg
professor_train_aug_gaussian_noise_0002.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0012.jpg
professor_train_original_0003.jpg,professor,class_B,train,original,none,professor_0000.jpg
professor_train_aug_horizontal_flip_0003.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0000.jpg
professor_train_aug_brightness_0003.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0000.jpg
professor_train_aug_rotation_0003.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0000.jpg
professor_train_aug_gaussian_noise_0003.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0000.jpg
professor_train_original_0004.jpg,professor,class_B,train,original,none,professor_0004.jpg
professor_train_aug_horizontal_flip_0004.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0004.jpg
professor_train_aug_brightness_0004.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0004.jpg
professor_train_aug_rotation_0004.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0004.jpg
professor_train_aug_gaussian_noise_0004.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0004.jpg
professor_train_original_0005.jpg,professor,class_B,train,original,none,professor_0016.jpg
professor_train_aug_horizontal_flip_0005.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0016.jpg
professor_train_aug_brightness_0005.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0016.jpg
professor_train_aug_rotation_0005.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0016.jpg
professor_train_aug_gaussian_noise_0005.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0016.jpg
professor_train_original_0006.jpg,professor,class_B,train,original,none,professor_0005.jpg
